date,region,state,cases,deaths
2020-04-29,Norte,RO,433,15
2020-04-29,Norte,RR,452,6
2020-04-29,Norte,TO,116,3
2020-04-29,Sudeste,ES,2107,76
2020-04-29,Sudeste,MG,1758,80
2020-04-29,Sudeste,RJ,8869,794
2020-04-29,Sudeste,SP,26158,2247
2020-04-29,Sul,PR,1348,82
2020-04-29,Sul,RS,1368,50
2020-04-29,Sul,SC,1995,44
2020-04-30,Centro-Oeste,DF,1356,30
2020-04-30,Centro-Oeste,GO,781,29
2020-04-30,Centro-Oeste,MS,255,9
2020-04-30,Centro-Oeste,MT,297,11
2020-04-30,Nordeste,AL,1044,47
2020-04-30,Nordeste,BA,2851,104
2020-04-30,Nordeste,CE,7606,482
2020-04-30,Nordeste,MA,3190,184
2020-04-30,Nordeste,PB,814,62
2020-04-30,Nordeste,PE,6876,565
2020-04-30,Nordeste,PI,513,24
2020-04-30,Nordeste,RN,1177,56
2020-04-30,Nordeste,SE,447,12
2020-04-30,Norte,AC,404,19
2020-04-30,Norte,AM,5254,425
2020-04-30,Norte,AP,1080,34
2020-04-30,Norte,PA,2876,208
2020-04-30,Norte,RO,502,16
2020-04-30,Norte,RR,519,7
2020-04-30,Norte,TO,137,3
2020-04-30,Sudeste,ES,2465,83
2020-04-30,Sudeste,MG,1827,82
2020-04-30,Sudeste,RJ,9453,854
2020-04-30,Sudeste,SP,28698,2375
2020-04-30,Sul,PR,1407,83
2020-04-30,Sul,RS,1466,51
2020-04-30,Sul,SC,2085,46
2020-05-01,Centro-Oeste,DF,1466,30
2020-05-01,Centro-Oeste,GO,808,29
2020-05-01,Centro-Oeste,MS,261,9
2020-05-01,Centro-Oeste,MT,320,11
2020-05-01,Nordeste,AL,1226,53
2020-05-01,Nordeste,BA,3085,117
2020-05-01,Nordeste,CE,7879,505
2020-05-01,Nordeste,MA,3506,204
2020-05-01,Nordeste,PB,926,67
2020-05-01,Nordeste,PE,7334,603
2020-05-01,Nordeste,PI,600,24
2020-05-01,Nordeste,RN,1297,56
2020-05-01,Nordeste,SE,517,14
2020-05-01,Norte,AC,486,19
2020-05-01,Norte,AM,5723,476
2020-05-01,Norte,AP,1121,37
2020-05-01,Norte,PA,3176,235
2020-05-01,Norte,RO,585,18
2020-05-01,Norte,RR,602,8
2020-05-01,Norte,TO,164,3
2020-05-01,Sudeste,ES,2662,96
2020-05-01,Sudeste,MG,1935,88
2020-05-01,Sudeste,RJ,10166,921
2020-05-01,Sudeste,SP,30374,2511
2020-05-01,Sul,PR,1447,89
2020-05-01,Sul,RS,1529,58
2020-05-01,Sul,SC,2104,48
2020-05-02,Centro-Oeste,DF,1566,31
2020-05-02,Centro-Oeste,GO,825,30
2020-05-02,Centro-Oeste,MS,266,9
2020-05-02,Centro-Oeste,MT,331,12
2020-05-02,Nordeste,AL,1372,58
2020-05-02,Nordeste,BA,3267,123
2020-05-02,Nordeste,CE,8231,614
2020-05-02,Nordeste,MA,3805,224
2020-05-02,Nordeste,PB,1034,74
2020-05-02,Nordeste,PE,8145,628
2020-05-02,Nordeste,PI,665,26
2020-05-02,Nordeste,RN,1366,59
2020-05-02,Nordeste,SE,601,14
2020-05-02,Norte,AC,553,21
2020-05-02,Norte,AM,6062,501
2020-05-02,Norte,AP,1187,40
2020-05-02,Norte,PA,3460,273
2020-05-02,Norte,RO,653,23
2020-05-02,Norte,RR,668,9
2020-05-02,Norte,TO,191,4
2020-05-02,Sudeste,ES,2948,102
2020-05-02,Sudeste,MG,2023,88
2020-05-02,Sudeste,RJ,10546,971
2020-05-02,Sudeste,SP,31174,2586
2020-05-02,Sul,PR,1492,90
2020-05-02,Sul,RS,1619,62
2020-05-02,Sul,SC,2346,52
2020-05-03,Centro-Oeste,DF,1649,33
2020-05-03,Centro-Oeste,GO,850,30
2020-05-03,Centro-Oeste,MS,272,10
2020-05-03,Centro-Oeste,MT,337,12
2020-05-03,Nordeste,AL,1441,64
2020-05-03,Nordeste,BA,3495,123
2020-05-03,Nordeste,CE,8370,663
2020-05-03,Nordeste,MA,4040,237
2020-05-03,Nordeste,PB,1169,76
2020-05-03,Nordeste,PE,8643,652
2020-05-03,Nordeste,PI,742,28
2020-05-03,Nordeste,RN,1392,61
2020-05-03,Nordeste,SE,730,14
2020-05-03,Norte,AC,657,24
2020-05-03,Norte,AM,6683,548
2020-05-03,Norte,AP,1482,43
2020-05-03,Norte,PA,3863,309
2020-05-03,Norte,RO,705,24
2020-05-03,Norte,RR,740,11
2020-05-03,Norte,TO,246,4
2020-05-03,Sudeste,ES,3086,114
2020-05-03,Sudeste,MG,2118,89
2020-05-03,Sudeste,RJ,11139,1019
2020-05-03,Sudeste,SP,31772,2627
2020-05-03,Sul,PR,1514,93
2020-05-03,Sul,RS,1666,65
2020-05-03,Sul,SC,2346,52
2020-05-04,Centro-Oeste,DF,1768,33
2020-05-04,Centro-Oeste,GO,861,30
2020-05-04,Centro-Oeste,MS,274,10
2020-05-04,Centro-Oeste,MT,344,13
2020-05-04,Nordeste,AL,1538,72
2020-05-04,Nordeste,BA,3734,141
2020-05-04,Nordeste,CE,11040,712
2020-05-04,Nordeste,MA,4227,249
2020-05-04,Nordeste,PB,1219,79
2020-05-04,Nordeste,PE,8863,691
2020-05-04,Nordeste,PI,784,28
2020-05-04,Nordeste,RN,1421,62
2020-05-04,Nordeste,SE,772,17
2020-05-04,Norte,AC,733,28
2020-05-04,Norte,AM,7242,584
2020-05-04,Norte,AP,1733,49
2020-05-04,Norte,PA,4125,330
2020-05-04,Norte,RO,756,25
2020-05-04,Norte,RR,806,11
2020-05-04,Norte,TO,267,6
2020-05-04,Sudeste,ES,3226,122
2020-05-04,Sudeste,MG,2347,90
2020-05-04,Sudeste,RJ,11721,1065
2020-05-04,Sudeste,SP,32187,2654
2020-05-04,Sul,PR,1562,94
2020-05-04,Sul,RS,1711,74
2020-05-04,Sul,SC,2519,52
2020-05-05,Centro-Oeste,DF,1818,33
2020-05-05,Centro-Oeste,GO,922,38
2020-05-05,Centro-Oeste,MS,283,10
2020-05-05,Centro-Oeste,MT,365,13
2020-05-05,Nordeste,AL,1606,80
2020-05-05,Nordeste,BA,4040,146
2020-05-05,Nordeste,CE,11470,795
2020-05-05,Nordeste,MA,4530,271
2020-05-05,Nordeste,PB,1361,85
2020-05-05,Nordeste,PE,9325,749
2020-05-05,Nordeste,PI,875,29
2020-05-05,Nordeste,RN,1536,68
2020-05-05,Nordeste,SE,898,21
2020-05-05,Norte,AC,817,29
2020-05-05,Norte,AM,8109,649
2020-05-05,Norte,AP,1931,55
2020-05-05,Norte,PA,4472,369
2020-05-05,Norte,RO,861,29
2020-05-05,Norte,RR,869,11
2020-05-05,Norte,TO,303,7
2020-05-05,Sudeste,ES,3402,133
2020-05-05,Sudeste,MG,2452,94
2020-05-05,Sudeste,RJ,12391,1123
2020-05-05,Sudeste,SP,34053,2851
2020-05-05,Sul,PR,1588,99
2020-05-05,Sul,RS,1815,79
2020-05-05,Sul,SC,2623,55
2020-05-06,Centro-Oeste,DF,1906,34
2020-05-06,Centro-Oeste,GO,1024,44
2020-05-06,Centro-Oeste,MS,288,10
2020-05-06,Centro-Oeste,MT,379,13
2020-05-06,Nordeste,AL,1703,89
2020-05-06,Nordeste,BA,4301,160
2020-05-06,Nordeste,CE,12304,848
2020-05-06,Nordeste,MA,5028,291
2020-05-06,Nordeste,PB,1493,92
2020-05-06,Nordeste,PE,9881,803
2020-05-06,Nordeste,PI,949,30
2020-05-06,Nordeste,RN,1574,72
2020-05-06,Nordeste,SE,998,23
2020-05-06,Norte,AC,943,33
2020-05-06,Norte,AM,9243,751
2020-05-06,Norte,AP,2046,56
2020-05-06,Norte,PA,5017,392
2020-05-06,Norte,RO,943,33
2020-05-06,Norte,RR,932,13
2020-05-06,Norte,TO,351,9
2020-05-06,Sudeste,ES,3568,145
2020-05-06,Sudeste,MG,2605,97
2020-05-06,Sudeste,RJ,13295,1205
2020-05-06,Sudeste,SP,37853,3045
2020-05-06,Sul,PR,1627,101
2020-05-06,Sul,RS,2050,87
2020-05-06,Sul,SC,2917,59
2020-05-07,Centro-Oeste,DF,2258,35
2020-05-07,Centro-Oeste,GO,1027,44
2020-05-07,Centro-Oeste,MS,311,10
2020-05-07,Centro-Oeste,MT,417,13
2020-05-07,Nordeste,AL,1867,98
2020-05-07,Nordeste,BA,4528,165
2020-05-07,Nordeste,CE,13888,903
2020-05-07,Nordeste,MA,5389,305
2020-05-07,Nordeste,PB,1657,101
2020-05-07,Nordeste,PE,10824,845
2020-05-07,Nordeste,PI,1051,35
2020-05-07,Nordeste,RN,1739,76
2020-05-07,Nordeste,SE,1214,25
2020-05-07,Norte,AC,1014,36
2020-05-07,Norte,AM,10099,806
2020-05-07,Norte,AP,2199,61
2020-05-07,Norte,PA,5524,410
2020-05-07,Norte,RO,1098,37
2020-05-07,Norte,RR,1020,14
2020-05-07,Norte,TO,423,9
2020-05-07,Sudeste,ES,3838,155
2020-05-07,Sudeste,MG,2770,106
2020-05-07,Sudeste,RJ,14156,1394
2020-05-07,Sudeste,SP,39928,3206
2020-05-07,Sul,PR,1656,104
2020-05-07,Sul,RS,2129,90
2020-05-07,Sul,SC,3082,63
2020-05-08,Centro-Oeste,DF,2442,37
2020-05-08,Centro-Oeste,GO,1053,47
2020-05-08,Centro-Oeste,MS,326,11
2020-05-08,Centro-Oeste,MT,457,14
2020-05-08,Nordeste,AL,2033,108
2020-05-08,Nordeste,BA,4818,183
2020-05-08,Nordeste,CE,14956,966
2020-05-08,Nordeste,MA,5909,330
2020-05-08,Nordeste,PB,2031,114
2020-05-08,Nordeste,PE,11587,927
2020-05-08,Nordeste,PI,1131,37
2020-05-08,Nordeste,RN,1821,81
2020-05-08,Nordeste,SE,1438,28
2020-05-08,Norte,AC,1177,38
2020-05-08,Norte,AM,10727,874
2020-05-08,Norte,AP,2322,66
2020-05-08,Norte,PA,6141,515
2020-05-08,Norte,RO,1222,39
2020-05-08,Norte,RR,1124,16
2020-05-08,Norte,TO,494,9
2020-05-08,Sudeste,ES,4242,165
2020-05-08,Sudeste,MG,2943,111
2020-05-08,Sudeste,RJ,15741,1503
2020-05-08,Sudeste,SP,41830,3416
2020-05-08,Sul,PR,1711,106
2020-05-08,Sul,RS,2447,91
2020-05-08,Sul,SC,3205,63
2020-05-09,Centro-Oeste,DF,2576,39
2020-05-09,Centro-Oeste,GO,1069,47
2020-05-09,Centro-Oeste,MS,346,11
2020-05-09,Centro-Oeste,MT,502,16
2020-05-09,Nordeste,AL,2172,114
2020-05-09,Nordeste,BA,5174,196
2020-05-09,Nordeste,CE,15879,1062
2020-05-09,Nordeste,MA,6765,355
2020-05-09,Nordeste,PB,2156,124
2020-05-09,Nordeste,PE,12470,972
2020-05-09,Nordeste,PI,1233,38
2020-05-09,Nordeste,RN,1919,87
2020-05-09,Nordeste,SE,1588,33
2020-05-09,Norte,AC,1335,39
2020-05-09,Norte,AM,11925,962
2020-05-09,Norte,AP,2493,69
2020-05-09,Norte,PA,6775,578
2020-05-09,Norte,RO,1263,41
2020-05-09,Norte,RR,1202,18
2020-05-09,Norte,TO,572,9
2020-05-09,Sudeste,ES,4412,172
2020-05-09,Sudeste,MG,3123,118
2020-05-09,Sudeste,RJ,16929,1653
2020-05-09,Sudeste,SP,44411,3608
2020-05-09,Sul,PR,1785,107
2020-05-09,Sul,RS,2493,95
2020-05-09,Sul,SC,3372,64
2020-05-10,Centro-Oeste,DF,2682,42
2020-05-10,Centro-Oeste,GO,1093,47
2020-05-10,Centro-Oeste,MS,362,11
2020-05-10,Centro-Oeste,MT,519,18
2020-05-10,Nordeste,AL,2258,126
2020-05-10,Nordeste,BA,5558,202
2020-05-10,Nordeste,CE,16692,1114
2020-05-10,Nordeste,MA,7599,379
2020-05-10,Nordeste,PB,2341,135
2020-05-10,Nordeste,PE,13275,1047
2020-05-10,Nordeste,PI,1278,42
2020-05-10,Nordeste,RN,1928,88
2020-05-10,Nordeste,SE,1771,34
2020-05-10,Norte,AC,1447,41
2020-05-10,Norte,AM,12599,1004
2020-05-10,Norte,AP,2613,72
2020-05-10,Norte,PA,7256,652
2020-05-10,Norte,RO,1302,43
2020-05-10,Norte,RR,1290,21
2020-05-10,Norte,TO,688,11
2020-05-10,Sudeste,ES,4599,181
2020-05-10,Sudeste,MG,3237,119
2020-05-10,Sudeste,RJ,17062,1714
2020-05-10,Sudeste,SP,45444,3709
2020-05-10,Sul,PR,1835,109
2020-05-10,Sul,RS,2542,97
2020-05-10,Sul,SC,3429,65
2020-05-11,Centro-Oeste,DF,2783,44
2020-05-11,Centro-Oeste,GO,1100,49
2020-05-11,Centro-Oeste,MS,385,11
2020-05-11,Centro-Oeste,MT,541,19
2020-05-11,Nordeste,AL,2343,138
2020-05-11,Nordeste,BA,5808,211
2020-05-11,Nordeste,CE,17599,1189
2020-05-11,Nordeste,MA,8144,399
2020-05-11,Nordeste,PB,2525,139
2020-05-11,Nordeste,PE,13768,1087
2020-05-11,Nordeste,PI,1332,45
2020-05-11,Nordeste,RN,1989,92
2020-05-11,Nordeste,SE,1800,37
2020-05-11,Norte,AC,1460,45
2020-05-11,Norte,AM,12919,1035
2020-05-11,Norte,AP,2671,73
2020-05-11,Norte,PA,7563,708
2020-05-11,Norte,RO,1396,47
2020-05-11,Norte,RR,1295,24
2020-05-11,Norte,TO,747,12
2020-05-11,Sudeste,ES,4819,196
2020-05-11,Sudeste,MG,3320,121
2020-05-11,Sudeste,RJ,17939,1770
2020-05-11,Sudeste,SP,46131,3743
2020-05-11,Sul,PR,1849,111
2020-05-11,Sul,RS,2576,105
2020-05-11,Sul,SC,3529,69
2020-05-12,Centro-Oeste,DF,2979,46
2020-05-12,Centro-Oeste,GO,1115,52
2020-05-12,Centro-Oeste,MS,405,12
2020-05-12,Centro-Oeste,MT,591,19
2020-05-12,Nordeste,AL,2580,150
2020-05-12,Nordeste,BA,6204,225
2020-05-12,Nordeste,CE,18412,1280
2020-05-12,Nordeste,MA,8526,423
2020-05-12,Nordeste,PB,2777,154
2020-05-12,Nordeste,PE,14309,1157
2020-05-12,Nordeste,PI,1443,49
2020-05-12,Nordeste,RN,2033,93
2020-05-12,Nordeste,SE,2032,37
2020-05-12,Norte,AC,1590,51
2020-05-12,Norte,AM,14168,1098
2020-05-12,Norte,AP,2910,86
2020-05-12,Norte,PA,8616,864
2020-05-12,Norte,RO,1460,50
2020-05-12,Norte,RR,1328,27
2020-05-12,Norte,TO,828,14
2020-05-12,Sudeste,ES,5087,212
2020-05-12,Sudeste,MG,3435,127
2020-05-12,Sudeste,RJ,18486,1928
2020-05-12,Sudeste,SP,47719,3949
2020-05-12,Sul,PR,1906,113
2020-05-12,Sul,RS,2917,111
2020-05-12,Sul,SC,3733,73
2020-05-13,Centro-Oeste,DF,3192,48
2020-05-13,Centro-Oeste,GO,1134,61
2020-05-13,Centro-Oeste,MS,430,13
2020-05-13,Centro-Oeste,MT,661,20
2020-05-13,Nordeste,AL,2761,164
2020-05-13,Nordeste,BA,6547,236
2020-05-13,Nordeste,CE,19156,1389
2020-05-13,Nordeste,MA,9112,444
2020-05-13,Nordeste,PB,3045,157
2020-05-13,Nordeste,PE,14901,1224
2020-05-13,Nordeste,PI,1612,57
2020-05-13,Nordeste,RN,2367,105
2020-05-13,Nordeste,SE,2268,42
2020-05-13,Norte,AC,1694,52
2020-05-13,Norte,AM,15816,1160
2020-05-13,Norte,AP,3005,94
2020-05-13,Norte,PA,9618,946
2020-05-13,Norte,RO,1612,50
2020-05-13,Norte,RR,1411,29
2020-05-13,Norte,TO,932,21
2020-05-13,Sudeste,ES,5401,233
2020-05-13,Sudeste,MG,3733,135
2020-05-13,Sudeste,RJ,18728,2050
2020-05-13,Sudeste,SP,51097,4118
2020-05-13,Sul,PR,1996,117
2020-05-13,Sul,RS,2917,111
2020-05-13,Sul,SC,3828,73
2020-05-14,Centro-Oeste,DF,3416,51
2020-05-14,Centro-Oeste,GO,1423,64
2020-05-14,Centro-Oeste,MS,452,14
2020-05-14,Centro-Oeste,MT,719,23
2020-05-14,Nordeste,AL,2972,177
2020-05-14,Nordeste,BA,6955,262
2020-05-14,Nordeste,CE,21077,1413
2020-05-14,Nordeste,MA,9801,470
2020-05-14,Nordeste,PB,3361,160
2020-05-14,Nordeste,PE,15588,1298
2020-05-14,Nordeste,PI,1784,60
2020-05-14,Nordeste,RN,2537,117
2020-05-14,Nordeste,SE,2494,47
2020-05-14,Norte,AC,1740,55
2020-05-14,Norte,AM,17181,1235
2020-05-14,Norte,AP,3428,101
2020-05-14,Norte,PA,10867,1063
2020-05-14,Norte,RO,1686,56
2020-05-14,Norte,RR,1500,37
2020-05-14,Norte,TO,1029,23
2020-05-14,Sudeste,ES,5813,249
2020-05-14,Sudeste,MG,3950,139
2020-05-14,Sudeste,RJ,19467,2247
2020-05-14,Sudeste,SP,54286,4315
2020-05-14,Sul,PR,2063,119
2020-05-14,Sul,RS,2997,120
2020-05-14,Sul,SC,4332,78
2020-05-15,Centro-Oeste,DF,3787,55
2020-05-15,Centro-Oeste,GO,1572,67
2020-05-15,Centro-Oeste,MS,479,14
2020-05-15,Centro-Oeste,MT,779,26
2020-05-15,Nordeste,AL,3212,187
2020-05-15,Nordeste,BA,8128,281
2020-05-15,Nordeste,CE,22490,1476
2020-05-15,Nordeste,MA,10739,496
2020-05-15,Nordeste,PB,3739,170
2020-05-15,Nordeste,PE,16209,1381
2020-05-15,Nordeste,PI,1905,60
2020-05-15,Nordeste,RN,2786,122
2020-05-15,Nordeste,SE,2868,50
2020-05-15,Norte,AC,1785,57
2020-05-15,Norte,AM,18392,1331
2020-05-15,Norte,AP,3630,103
2020-05-15,Norte,PA,12109,1145
2020-05-15,Norte,RO,1789,62
2020-05-15,Norte,RR,1589,40
2020-05-15,Norte,TO,1179,24
2020-05-15,Sudeste,ES,6198,260
2020-05-15,Sudeste,MG,4196,146
2020-05-15,Sudeste,RJ,19987,2438
2020-05-15,Sudeste,SP,58378,4501
2020-05-15,Sul,PR,2139,120
2020-05-15,Sul,RS,3597,126
2020-05-15,Sul,SC,4562,79
2020-05-16,Centro-Oeste,DF,4140,56
2020-05-16,Centro-Oeste,GO,1640,69
2020-05-16,Centro-Oeste,MS,508,15
2020-05-16,Centro-Oeste,MT,851,27
2020-05-16,Nordeste,AL,3593,199
2020-05-16,Nordeste,BA,8314,286
2020-05-16,Nordeste,CE,23795,1614
2020-05-16,Nordeste,MA,11592,524
2020-05-16,Nordeste,PB,4063,183
2020-05-16,Nordeste,PE,18488,1461
2020-05-16,Nordeste,PI,2085,65
2020-05-16,Nordeste,RN,3004,136
2020-05-16,Nordeste,SE,3135,53
2020-05-16,Norte,AC,1867,59
2020-05-16,Norte,AM,19677,1375
2020-05-16,Norte,AP,3834,108
2020-05-16,Norte,PA,13184,1199
2020-05-16,Norte,RO,1919,69
2020-05-16,Norte,RR,1706,49
2020-05-16,Norte,TO,1279,27
2020-05-16,Sudeste,ES,6595,271
2020-05-16,Sudeste,MG,4474,150
2020-05-16,Sudeste,RJ,21601,2614
2020-05-16,Sudeste,SP,61183,4688
2020-05-16,Sul,PR,2242,123
2020-05-16,Sul,RS,3695,132
2020-05-16,Sul,SC,4678,81
2020-05-17,Centro-Oeste,DF,4368,59
2020-05-17,Centro-Oeste,GO,1692,70
2020-05-17,Centro-Oeste,MS,570,15
2020-05-17,Centro-Oeste,MT,901,27
2020-05-17,Nordeste,AL,3816,210
2020-05-17,Nordeste,BA,8443,295
2020-05-17,Nordeste,CE,24255,1641
2020-05-17,Nordeste,MA,12492,549
2020-05-17,Nordeste,PB,4347,194
2020-05-17,Nordeste,PE,19452,1516
2020-05-17,Nordeste,PI,2252,72
2020-05-17,Nordeste,RN,3137,139
2020-05-17,Nordeste,SE,3343,57
2020-05-17,Norte,AC,1997,60
2020-05-17,Norte,AM,20328,1413
2020-05-17,Norte,AP,3952,119
2020-05-17,Norte,PA,13864,1239
2020-05-17,Norte,RO,1963,74
2020-05-17,Norte,RR,1791,51
2020-05-17,Norte,TO,1382,31
2020-05-17,Sudeste,ES,6744,285
2020-05-17,Sudeste,MG,4611,156
2020-05-17,Sudeste,RJ,22238,2715
2020-05-17,Sudeste,SP,62345,4782
2020-05-17,Sul,PR,2286,124
2020-05-17,Sul,RS,3735,142
2020-05-17,Sul,SC,4776,83
2020-05-18,Centro-Oeste,DF,4619,66
2020-05-18,Centro-Oeste,GO,1749,73
2020-05-18,Centro-Oeste,MS,613,16
2020-05-18,Centro-Oeste,MT,937,29
2020-05-18,Nordeste,AL,4031,221
2020-05-18,Nordeste,BA,8581,312
2020-05-18,Nordeste,CE,26363,1748
2020-05-18,Nordeste,MA,13238,576
2020-05-18,Nordeste,PB,4786,207
2020-05-18,Nordeste,PE,20094,1640
2020-05-18,Nordeste,PI,2287,80
2020-05-18,Nordeste,RN,3184,146
2020-05-18,Nordeste,SE,3566,59
2020-05-18,Norte,AC,2234,67
2020-05-18,Norte,AM,20913,1433
2020-05-18,Norte,AP,4023,127
2020-05-18,Norte,PA,14734,1329
2020-05-18,Norte,RO,2043,77
2020-05-18,Norte,RR,1876,60
2020-05-18,Norte,TO,1496,32
2020-05-18,Sudeste,ES,7157,302
2020-05-18,Sudeste,MG,4695,161
2020-05-18,Sudeste,RJ,26665,2852
2020-05-18,Sudeste,SP,63066,4823
2020-05-18,Sul,PR,2360,127
2020-05-18,Sul,RS,3735,144
2020-05-18,Sul,SC,5175,85
2020-05-19,Centro-Oeste,DF,4853,72
2020-05-19,Centro-Oeste,GO,1846,73
2020-05-19,Centro-Oeste,MS,642,16
2020-05-19,Centro-Oeste,MT,995,32
2020-05-19,Nordeste,AL,4316,231
2020-05-19,Nordeste,BA,11013,326
2020-05-19,Nordeste,CE,28112,1856
2020-05-19,Nordeste,MA,14198,604
2020-05-19,Nordeste,PB,5300,219
2020-05-19,Nordeste,PE,21242,1741
2020-05-19,Nordeste,PI,2440,85
2020-05-19,Nordeste,RN,3483,160
2020-05-19,Nordeste,SE,3967,63
2020-05-19,Norte,AC,2482,72
2020-05-19,Norte,AM,22132,1491
2020-05-19,Norte,AP,4310,136
2020-05-19,Norte,PA,16295,1519
2020-05-19,Norte,RO,2257,87
2020-05-19,Norte,RR,1985,61
2020-05-19,Norte,TO,1646,38
2020-05-19,Sudeste,ES,7693,325
2020-05-19,Sudeste,MG,4977,167
2020-05-19,Sudeste,RJ,27805,3079
2020-05-19,Sudeste,SP,65995,5147
2020-05-19,Sul,PR,2481,129
2020-05-19,Sul,RS,3750,151
2020-05-19,Sul,SC,5413,91
2020-05-20,Centro-Oeste,DF,5161,77
2020-05-20,Centro-Oeste,GO,1978,78
2020-05-20,Centro-Oeste,MS,693,17
2020-05-20,Centro-Oeste,MT,1054,32
2020-05-20,Nordeste,AL,4437,251
2020-05-20,Nordeste,BA,11197,362
2020-05-20,Nordeste,CE,30560,1900
2020-05-20,Nordeste,MA,15114,634
2020-05-20,Nordeste,PB,5838,230
2020-05-20,Nordeste,PE,22560,1834
2020-05-20,Nordeste,PI,2637,87
2020-05-20,Nordeste,RN,3796,170
2020-05-20,Nordeste,SE,4277,69
2020-05-20,Norte,AC,2817,76
2020-05-20,Norte,AM,23704,1561
2020-05-20,Norte,AP,4549,142
2020-05-20,Norte,PA,18135,1633
2020-05-20,Norte,RO,2499,90
2020-05-20,Norte,RR,2067,64
2020-05-20,Norte,TO,1809,42
2020-05-20,Sudeste,ES,8092,341
2020-05-20,Sudeste,MG,5286,177
2020-05-20,Sudeste,RJ,30372,3237
2020-05-20,Sudeste,SP,69859,5363
2020-05-20,Sul,PR,2616,137
2020-05-20,Sul,RS,4973,161
2020-05-20,Sul,SC,5499,94
2020-05-21,Centro-Oeste,DF,5542,84
2020-05-21,Centro-Oeste,GO,2114,85
2020-05-21,Centro-Oeste,MS,746,17
2020-05-21,Centro-Oeste,MT,1172,34
2020-05-21,Nordeste,AL,4916,262
2020-05-21,Nordeste,BA,11941,376
2020-05-21,Nordeste,CE,31413,2161
2020-05-21,Nordeste,MA,16058,663
2020-05-21,Nordeste,PB,6238,245
2020-05-21,Nordeste,PE,23911,1925
2020-05-21,Nordeste,PI,2852,91
2020-05-21,Nordeste,RN,4060,178
2020-05-21,Nordeste,SE,4734,76
2020-05-21,Norte,AC,3103,78
2020-05-21,Norte,AM,25367,1620
2020-05-21,Norte,AP,5188,151
2020-05-21,Norte,PA,19756,1852
2020-05-21,Norte,RO,2659,101
2020-05-21,Norte,RR,2146,72
2020-05-21,Norte,TO,1976,47
2020-05-21,Sudeste,ES,8878,363
2020-05-21,Sudeste,MG,5596,191
2020-05-21,Sudeste,RJ,32089,3412
2020-05-21,Sudeste,SP,73739,5558
2020-05-21,Sul,PR,2810,141
2020-05-21,Sul,RS,5473,166
2020-05-21,Sul,SC,5610,98
2020-05-22,Centro-Oeste,DF,5948,90
2020-05-22,Centro-Oeste,GO,2304,93
2020-05-22,Centro-Oeste,MS,805,17
2020-05-22,Centro-Oeste,MT,1220,37
2020-05-22,Nordeste,AL,5302,280
2020-05-22,Nordeste,BA,12557,399
2020-05-22,Nordeste,CE,34573,2251
2020-05-22,Nordeste,MA,17212,693
2020-05-22,Nordeste,PB,6882,248
2020-05-22,Nordeste,PE,25760,2057
2020-05-22,Nordeste,PI,3074,93
2020-05-22,Nordeste,RN,4251,181
2020-05-22,Nordeste,SE,4922,82
2020-05-22,Norte,AC,3343,80
2020-05-22,Norte,AM,27038,1669
2020-05-22,Norte,AP,5655,157
2020-05-22,Norte,PA,21469,1937
2020-05-22,Norte,RO,2774,106
2020-05-22,Norte,RR,2306,81
2020-05-22,Norte,TO,2205,49
2020-05-22,Sudeste,ES,9520,397
2020-05-22,Sudeste,MG,5995,201
2020-05-22,Sudeste,RJ,33589,3657
2020-05-22,Sudeste,SP,76871,5773
2020-05-22,Sul,PR,2939,146
2020-05-22,Sul,RS,5918,172
2020-05-22,Sul,SC,6458,100
2020-05-23,Centro-Oeste,DF,6251,95
2020-05-23,Centro-Oeste,GO,2377,95
2020-05-23,Centro-Oeste,MS,858,17
2020-05-23,Centro-Oeste,MT,1352,37
2020-05-23,Nordeste,AL,5630,301
2020-05-23,Nordeste,BA,13000,413
2020-05-23,Nordeste,CE,35122,2308
2020-05-23,Nordeste,MA,18767,722
2020-05-23,Nordeste,PB,7508,258
2020-05-23,Nordeste,PE,26786,2144
2020-05-23,Nordeste,PI,3258,99
2020-05-23,Nordeste,RN,4599,184
2020-05-23,Nordeste,SE,5131,86
2020-05-23,Norte,AC,3867,87
2020-05-23,Norte,AM,28802,1744
2020-05-23,Norte,AP,6091,162
2020-05-23,Norte,PA,22697,2001
2020-05-23,Norte,RO,3109,115
2020-05-23,Norte,RR,2374,81
2020-05-23,Norte,TO,2430,51
2020-05-23,Sudeste,ES,9918,417
2020-05-23,Sudeste,MG,6338,217
2020-05-23,Sudeste,RJ,34533,3905
2020-05-23,Sudeste,SP,80558,6045
2020-05-23,Sul,PR,3099,150
2020-05-23,Sul,RS,6336,176
2020-05-23,Sul,SC,6607,103
2020-05-24,Centro-Oeste,DF,6638,104
2020-05-24,Centro-Oeste,GO,2443,95
2020-05-24,Centro-Oeste,MS,924,17
2020-05-24,Centro-Oeste,MT,1462,40
2020-05-24,Nordeste,AL,6214,316
2020-05-24,Nordeste,BA,13899,460
2020-05-24,Nordeste,CE,35595,2324
2020-05-24,Nordeste,MA,21191,754
2020-05-24,Nordeste,PB,7823,272
2020-05-24,Nordeste,PE,27759,2200
2020-05-24,Nordeste,PI,3390,107
2020-05-24,Nordeste,RN,4697,200
2020-05-24,Nordeste,SE,5314,93
2020-05-24,Norte,AC,4160,92
2020-05-24,Norte,AM,29867,1758
2020-05-24,Norte,AP,6353,163
